0:00:00,105,,,
0:00:01,105,,,
0:00:02,104,,,
0:00:03,104,,,
0:00:04,104,,,
0:00:05,103,,,
0:00:06,103,,,
0:00:07,103,,,
0:00:08,103,,,
0:00:09,102,,,
0:00:10,102,,,
0:00:11,101,,,
0:00:12,100,,,
0:00:13,100,,,
0:00:14,99,,,
0:00:15,98,,,
0:00:16,97,,,
0:00:17,96,,,
0:00:18,96,,,
0:00:19,95,,,
0:00:20,94,,,
0:00:21,93,,,
0:00:22,93,,,
0:00:23,83,,,
0:00:24,76,,,
0:00:25,72,,,
0:00:26,69,,,
0:00:27,67,,,
0:00:28,65,,,
0:00:29,64,,,
0:00:30,63,,,
0:00:31,62,,,
0:00:32,62,,,
0:00:33,62,,,
0:00:34,62,,,
0:00:35,62,,,
0:00:36,63,,,
0:00:37,65,,,
0:00:38,64,,,
0:00:39,64,,,
0:00:40,63,,,
0:00:41,63,,,
0:00:42,62,,,
0:00:43,62,,,
0:00:44,61,,,
0:00:45,60,,,
0:00:46,59,,,
0:00:47,58,,,
0:00:48,57,,,
0:00:49,56,,,
0:00:50,56,,,
0:00:51,55,,,
0:00:52,55,,,
0:00:53,55,,,
0:00:54,56,,,
0:00:55,56,,,
0:00:56,56,,,
0:00:57,56,,,
0:00:58,56,,,
0:00:59,56,,,
0:01:00,56,,,
0:01:01,56,,,
0:01:02,56,,,
0:01:03,56,,,
0:01:04,56,,,
0:01:05,56,,,
0:01:06,56,,,
0:01:07,57,,,
0:01:08,57,,,
0:01:09,57,,,
0:01:10,57,,,
0:01:11,57,,,
0:01:12,57,,,
0:01:13,57,,,
0:01:14,57,,,
0:01:15,58,,,
0:01:16,58,,,
0:01:17,59,,,
0:01:18,60,,,
0:01:19,61,,,
0:01:20,61,,,
0:01:21,60,,,
0:01:22,60,,,
0:01:23,60,,,
0:01:24,59,,,
0:01:25,57,,,
0:01:26,57,,,
0:01:27,57,,,
0:01:28,56,,,
0:01:29,56,,,
0:01:30,56,,,
0:01:31,57,,,
0:01:32,57,,,
0:01:33,57,,,
0:01:34,57,,,
0:01:35,57,,,
0:01:36,58,,,
0:01:37,58,,,
0:01:38,58,,,
0:01:39,58,,,
0:01:40,58,,,
0:01:41,58,,,
0:01:42,58,,,
0:01:43,58,,,
0:01:44,58,,,
0:01:45,58,,,
0:01:46,58,,,
0:01:47,58,,,
0:01:48,58,,,
0:01:49,57,,,
0:01:50,57,,,
0:01:51,56,,,
0:01:52,56,,,
0:01:53,56,,,
0:01:54,56,,,
0:01:55,56,,,
0:01:56,57,,,
0:01:57,57,,,
0:01:58,58,,,
0:01:59,58,,,
0:02:00,59,,,
0:02:01,59,,,
0:02:02,59,,,
0:02:03,59,,,
0:02:04,59,,,
0:02:05,59,,,
0:02:06,59,,,
0:02:07,59,,,
0:02:08,59,,,
0:02:09,60,,,
0:02:10,60,,,
0:02:11,60,,,
0:02:12,60,,,
0:02:13,60,,,
0:02:14,60,,,
0:02:15,60,,,
0:02:16,60,,,
0:02:17,60,,,
0:02:18,60,,,
0:02:19,60,,,
0:02:20,61,,,
0:02:21,61,,,
0:02:22,61,,,
0:02:23,61,,,
0:02:24,61,,,
0:02:25,61,,,
0:02:26,61,,,
0:02:27,61,,,
0:02:28,61,,,
0:02:29,60,,,
0:02:30,60,,,
0:02:31,59,,,
0:02:32,59,,,
0:02:33,59,,,
0:02:34,58,,,
0:02:35,58,,,
0:02:36,58,,,
0:02:37,58,,,
0:02:38,58,,,
0:02:39,57,,,
0:02:40,57,,,
0:02:41,58,,,
0:02:42,59,,,
0:02:43,60,,,
0:02:44,61,,,
0:02:45,62,,,
0:02:46,62,,,
0:02:47,62,,,
0:02:48,62,,,
0:02:49,61,,,
0:02:50,61,,,
0:02:51,60,,,
0:02:52,60,,,
0:02:53,59,,,
0:02:54,59,,,
0:02:55,59,,,
0:02:56,59,,,
0:02:57,59,,,
0:02:58,59,,,
0:02:59,59,,,
0:03:00,59,,,
0:03:01,59,,,
0:03:02,58,,,
0:03:03,58,,,
0:03:04,57,,,
0:03:05,57,,,
0:03:06,57,,,
0:03:07,57,,,
0:03:08,57,,,
0:03:09,58,,,
0:03:10,58,,,
0:03:11,58,,,
0:03:12,59,,,
0:03:13,59,,,
0:03:14,60,,,
0:03:15,60,,,
0:03:16,61,,,
0:03:17,61,,,
0:03:18,61,,,
0:03:19,61,,,
0:03:20,61,,,
0:03:21,61,,,
0:03:22,61,,,
0:03:23,61,,,
0:03:24,61,,,
0:03:25,61,,,
0:03:26,61,,,
0:03:27,61,,,
0:03:28,61,,,
0:03:29,61,,,
0:03:30,61,,,
