rest_level_pre,rest_level_post,rest_level_improv,perceived_length,lucid_rating,lucid_recommendation,accepted_rest_length,average_bpm_start_60,average_bpm_start_30,average_bpm_start_00,average_bpm_end,bpm_change_60,bpm_change_30,bpm_change_0,caffeine_intake,acceptance_pre,acceptance_post,acceptance_improv,sentiment_pre_neg,sentiment_pre_neu,sentiment_pre_pos,sentiment_pre_compound,sentiment_post_neg,sentiment_post_neu,sentiment_post_pos,sentiment_post_compound,sentiment_complete_neg,sentiment_complete_neu,sentiment_complete_pos,sentiment_complete_compound,sentiment_improv_neg,sentiment_improv_neu,sentiment_improv_pos,sentiment_improv_compound,sort_rule,N
4.928571428571429,6.3061224489795915,1.3775510204081627,4.714285714285714,3.86734693877551,4.224489795918367,16.96938775510204,70.01041666666667,73.79166666666667,82.36458333333333,66.35416666666667,-3.65625,-7.4375,-16.010416666666668,1.8775510204081634,1.4081632653061225,0.8367346938775511,0.5714285714285714,0.17708163265306118,0.5352755102040816,0.2876224489795918,0.18306632653061225,0.05029591836734695,0.5423673469387756,0.4073265306122447,0.44694081632653065,0.11368877551020405,0.5388214285714285,0.3474744897959186,0.3150035714285714,-0.12678571428571422,0.007091836734694046,0.11970408163265289,0.26387448979591843,complete,98
5.18,6.36,1.1800000000000006,4.74,3.88,4.28,16.12,70.61224489795919,73.63265306122449,82.18367346938776,65.75510204081633,-4.857142857142857,-7.877551020408164,-16.428571428571427,2.14,2.28,1.28,0.9999999999999998,0.1721,0.5322999999999999,0.29560000000000003,0.17687800000000004,0.05798000000000001,0.5162,0.4258199999999999,0.440508,0.11504000000000003,0.52425,0.36071,0.308693,-0.11412,-0.016099999999999892,0.1302199999999999,0.26363,empath,50
4.666666666666667,6.25,1.583333333333333,4.6875,3.8541666666666665,4.166666666666667,17.854166666666668,69.38297872340425,73.95744680851064,82.55319148936171,66.97872340425532,-2.404255319148936,-6.9787234042553195,-15.574468085106384,1.6041666666666667,0.5,0.375,0.125,0.1822708333333333,0.5383750000000002,0.2793125000000001,0.1895125,0.04229166666666667,0.5696249999999999,0.38806250000000003,0.4536416666666667,0.11228125,0.5539999999999998,0.33368749999999986,0.3215770833333334,-0.13997916666666663,0.031249999999999778,0.10874999999999996,0.26412916666666675,brody,48
5.423728813559322,6.3559322033898304,0.9322033898305087,4.440677966101695,3.7796610169491527,4.067796610169491,16.74576271186441,69.27586206896552,72.51724137931035,80.84482758620689,65.75862068965517,-3.5172413793103448,-6.758620689655173,-15.086206896551724,2.1016949152542375,1.9830508474576272,1.1864406779661016,0.7966101694915255,0.146271186440678,0.5110677966101694,0.34262711864406775,0.27813898305084744,0.045915254237288136,0.5697796610169491,0.38433898305084735,0.4600169491525424,0.09609322033898308,0.5404237288135594,0.36348305084745763,0.36907796610169474,-0.10035593220338986,0.05871186440677967,0.0417118644067796,0.18187796610169493,v1,59
4.17948717948718,6.230769230769231,2.051282051282051,5.128205128205129,4.0,4.461538461538462,17.307692307692307,71.13157894736842,75.73684210526316,84.6842105263158,67.26315789473684,-3.8684210526315788,-8.473684210526315,-17.42105263157895,1.5384615384615385,0.5384615384615384,0.3076923076923077,0.23076923076923073,0.22369230769230766,0.5718974358974359,0.20441025641025645,0.03923846153846154,0.05692307692307693,0.5008974358974358,0.4421025641025642,0.42715897435897443,0.1403076923076923,0.5363974358974359,0.32325641025641016,0.233198717948718,-0.16676923076923073,-0.07100000000000006,0.23769230769230776,0.3879205128205129,v2,39
4.0,5.666666666666667,1.666666666666667,4.0,3.3333333333333335,4.0,21.666666666666668,80.66666666666667,82.33333333333333,86.0,82.33333333333333,1.6666666666666667,0.0,-3.6666666666666665,2.0,0.0,0.0,0.0,0.11633333333333333,0.8053333333333333,0.07833333333333332,0.054233333333333335,0.157,0.6693333333333333,0.17333333333333334,0.21666666666666667,0.13666666666666666,0.7373333333333333,0.12583333333333332,0.13545,0.04066666666666667,-0.136,0.09500000000000001,0.16243333333333335,no_audio,3
4.815789473684211,6.026315789473684,1.2105263157894735,5.105263157894737,3.6842105263157894,4.052631578947368,16.394736842105264,69.78378378378379,74.94594594594595,83.4054054054054,65.1891891891892,-4.594594594594595,-9.756756756756756,-18.216216216216218,2.0789473684210527,1.7105263157894737,1.2894736842105263,0.42105263157894735,0.1581842105263158,0.6336052631578948,0.2081842105263158,0.13888947368421053,0.058631578947368417,0.5914736842105264,0.34989473684210515,0.451271052631579,0.10840789473684212,0.6125394736842104,0.27903947368421045,0.29508026315789476,-0.09955263157894736,-0.04213157894736841,0.14171052631578934,0.3123815789473685,male,38
5.0,6.483333333333333,1.4833333333333334,4.466666666666667,3.9833333333333334,4.333333333333333,17.333333333333332,70.15254237288136,73.0677966101695,81.71186440677967,67.08474576271186,-3.0677966101694913,-5.983050847457627,-14.627118644067796,1.75,1.2166666666666666,0.55,0.6666666666666665,0.18905,0.47300000000000014,0.3379333333333333,0.21104500000000004,0.04501666666666668,0.5112666666666668,0.4437,0.4441983333333333,0.11703333333333332,0.4921333333333333,0.39081666666666665,0.3276216666666666,-0.14403333333333332,0.038266666666666616,0.10576666666666668,0.23315333333333327,female,60
4.9,6.7,1.7999999999999998,5.3,3.9,4.0,13.5,72.0,76.55555555555556,83.44444444444444,67.77777777777777,-4.222222222222222,-8.777777777777779,-15.666666666666666,1.6,1.9,1.1,0.7999999999999998,0.1135,0.6638,0.22269999999999998,0.36923,0.0229,0.5279999999999999,0.44910000000000005,0.60519,0.06820000000000001,0.5959,0.33590000000000003,0.48721000000000003,-0.0906,-0.13580000000000003,0.22640000000000007,0.23596,age1824,10
5.269230769230769,6.115384615384615,0.8461538461538458,4.0,3.8076923076923075,4.1923076923076925,18.0,68.6923076923077,72.26923076923077,79.6923076923077,65.42307692307692,-3.269230769230769,-6.846153846153846,-14.26923076923077,1.7307692307692308,1.2692307692307692,0.8076923076923077,0.46153846153846145,0.16876923076923075,0.5846538461538462,0.24653846153846157,0.1593192307692308,0.08242307692307692,0.5743076923076923,0.3432307692307693,0.39454230769230764,0.12559615384615383,0.5794807692307694,0.29488461538461536,0.2769307692307692,-0.08634615384615384,-0.010346153846153894,0.09669230769230772,0.23522307692307684,age2534,26
